,ID,Label,,Alt Label 1,Alt Label 2,Definition,Definition Source,RDF Type,Class Type,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Equivalent to definedByProbe,Equivalent to definedByProcess,Equivalent to definedByDependence,Equivalent to definedByPurpose,Equivalent,Equivalent ,Disjoint Classes,Individual,Property Assertions,Super Property,Domain,Range
1217,http://purl.org/pan-science/PaNET/PaNET01217,neutron diffraction,,,,,https://en.wikipedia.org/wiki/Neutron_diffraction,owl:Class,,,,,,,,,,,('diffraction' and 'neutron probe'),,,,,,,
1218,http://purl.org/pan-science/PaNET/PaNET01218,ambient pressure x-ray photoelectron spectroscopy,,,,,,owl:Class,subclass,x-ray photoelectron spectroscopy,,,,,,,,,,,,,,,,
1219,http://purl.org/pan-science/PaNET/PaNET01219,scanning transmission x-ray microscopy,,STXM,,,https://en.wikipedia.org/wiki/Scanning_transmission_X-ray_microscopy,owl:Class,,,,,,,,,,,('scanning transmission microscopy' and 'x-ray probe'),,,,,,,
1220,http://purl.org/pan-science/PaNET/PaNET01220,total electron yield,,TEY,,,,owl:Class,,,,,,,,total_electron_yield,,,,,,,,,,
1221,http://purl.org/pan-science/PaNET/PaNET01221,XMCD total electron yield,,XMCD TEY,,,,owl:Class,,,,,,,,,,,('x-ray magnetic circular dichroism' and 'total electron yield'),,,,,,,
1222,http://purl.org/pan-science/PaNET/PaNET01222,spin and angle resolved photoemission spectroscopy,,,,,,owl:Class,,,,,,,,,,,('angle resolved photoemission spectroscopy' and 'versus emitted polarization'),,,,,,,
1223,http://purl.org/pan-science/PaNET/PaNET01223,lithography,,,,,https://en.wikipedia.org/wiki/Lithography,owl:Class,,,,,,,,,,lithography_,,,,,,,,
1224,http://purl.org/pan-science/PaNET/PaNET01224,x-ray lithography,,,,,https://en.wikipedia.org/wiki/X-ray_lithography,owl:Class,,,,,,,,,,,('x-ray probe' and 'lithography'),,,,,,,
1225,http://purl.org/pan-science/PaNET/PaNET01225,EUV lithography,,,,,,owl:Class,,,,,,,,,,,('EUV photon probe' and 'lithography'),,,,,,,
1226,http://purl.org/pan-science/PaNET/PaNET01226,x-ray interference lithography,,,,,,owl:Class,,,,,,,,x-ray_interference_lithography,,,,,,,,,,
1227,http://purl.org/pan-science/PaNET/PaNET01227,x-ray absorption,,,,,,owl:Class,,,,,,,,,,,('absorption technique' and 'x-ray probe'),,,,,,,
1228,http://purl.org/pan-science/PaNET/PaNET01228,nonresonant diffraction,,,,,,owl:Class,,,,,,,,nonresonant_diffraction,,,,,,,,,,
1229,http://purl.org/pan-science/PaNET/PaNET01229,nonlinear x-ray spectroscopy,,,,,,owl:Class,,,,,,,,,,,('nonlinear interaction' and 'x-ray spectroscopy'),,,,,,,
1230,http://purl.org/pan-science/PaNET/PaNET01230,single-shot imaging,,,,,,owl:Class,,,,,,,,,,,('single shot technique' and 'imaging'),,,,,,,
1231,http://purl.org/pan-science/PaNET/PaNET01231,nanoimprint lithography,,,,,https://en.wikipedia.org/wiki/Nanoimprint_lithography,owl:Class,,,,,,,,,,nanoimprint_lithography,,,,,,,,
1232,http://purl.org/pan-science/PaNET/PaNET01232,grayscale lithography,,,,,,owl:Class,,,,,,,,,,grayscale_lithography,,,,,,,,
1233,http://purl.org/pan-science/PaNET/PaNET01233,polymer micro and nanografting,,,,,,owl:Class,,,,,,,,,,polymer_micro_and_nanografting,,,,,,,,
1234,http://purl.org/pan-science/PaNET/PaNET01234,high resolution neutron powder diffraction,,,,,,owl:Class,,,,,,,,,,,('neutron powder diffraction' and 'high momentum transfer resolution scattering'),,,,,,,
1235,http://purl.org/pan-science/PaNET/PaNET01235,high resolution thermal neutron powder diffraction,,,,,,owl:Class,,,,,,,,,,,('high resolution neutron powder diffraction' and 'thermal neutron probe'),,,,,,,
1236,http://purl.org/pan-science/PaNET/PaNET01236,neutron single crystal diffraction,,,,,,owl:Class,,,,,,,,,,,('single crystal diffraction' and 'neutron diffraction'),,,,,,,
1237,http://purl.org/pan-science/PaNET/PaNET01237,thermal neutron single crystal diffraction,,,,,,owl:Class,,,,,,,,,,,('neutron single crystal diffraction' and 'thermal neutron probe'),,,,,,,
1238,http://purl.org/pan-science/PaNET/PaNET01238,pulse overlap diffraction,,,,,,owl:Class,,,,,,,,,,,('x-ray photon correlation spectroscopy' and 'ultrafast probe'),,,,,,,
1239,http://purl.org/pan-science/PaNET/PaNET01239,neutron reflectometry,,neutron reflectivity,,,https://en.wikipedia.org/wiki/Neutron_reflectometry,owl:Class,,,,,,,,,,,('reflectometry' and 'neutron probe'),,,,,,,
1240,http://purl.org/pan-science/PaNET/PaNET01240,ultra small angle neutron scattering,,,,,,owl:Class,,,,,,,,,,,('ultra small angle scattering' and 'neutron probe'),,,,,,,
1241,http://purl.org/pan-science/PaNET/PaNET01241,ultra small angle x-ray scattering,,USAXS,,,,owl:Class,,,,,,,,,,,('ultra small angle scattering' and 'x-ray probe'),,,,,,,
1242,http://purl.org/pan-science/PaNET/PaNET01242,neutron scattering,,,,,https://en.wikipedia.org/wiki/Neutron_scattering,owl:Class,,,,,,,,,,,('scattering technique' and 'neutron probe'),,,,,,,
1243,http://purl.org/pan-science/PaNET/PaNET01243,polarized neutron reflectometry,,polarized neutron reflectivity,,,,owl:Class,,,,,,,,,,,('neutron reflectometry' and 'versus polarization'),,,,,,,
1244,http://purl.org/pan-science/PaNET/PaNET01244,time-of-flight spectrometry,,TOF spectrometry,TOF spectroscopy,,,owl:Class,,,,,,,,,,,('spectroscopy' and 'neutron time of flight technique'),,,,,,,
1245,http://purl.org/pan-science/PaNET/PaNET01245,inelastic neutron spectroscopy,,inelastic neutron scattering spectroscopy,inelastic neutron scattering,,Neutron spectroscopy - Wikipedia,owl:Class,,,,,,,,,,,('inelastic scattering' and 'neutron probe' and 'spectroscopy'),,,,,,,
1246,http://purl.org/pan-science/PaNET/PaNET01246,cold neutron spectroscopy,,,,,,owl:Class,,,,,,,,,,,('inelastic neutron spectroscopy' and 'cold neutron probe'),,,,,,,
1247,http://purl.org/pan-science/PaNET/PaNET01247,thermal neutron spectroscopy,,,,,,owl:Class,,,,,,,,,,,('inelastic neutron spectroscopy' and 'thermal neutron probe'),,,,,,,
1248,http://purl.org/pan-science/PaNET/PaNET01248,neutron transmission radiography,,,,,,owl:Class,,,,,,,,,,,('neutron probe' and 'absorption technique' and 'imaging'),,,,,,,
1249,http://purl.org/pan-science/PaNET/PaNET01249,cold neutron imaging,,,,,,owl:Class,,,,,,,,,,,('imaging' and 'cold neutron probe'),,,,,,,
1250,http://purl.org/pan-science/PaNET/PaNET01250,high-resolution neutron imaging ,,,,,,owl:Class,,,,,,,,,,,('imaging' and 'obtain high resolution spatial map' and 'neutron probe'),,,,,,,
1251,http://purl.org/pan-science/PaNET/PaNET01251,THz near field microscopy,,,,,,owl:Class,,,,,,,,,,,('THz photon probe' and 'microscopy' and 'scanning probe'),,,,,,,
1252,http://purl.org/pan-science/PaNET/PaNET01252,magnetic scattering,,,,,,owl:Class,,,,,,,,,,,('scattering technique' and 'magnetism technique'),,,,,,,
1253,http://purl.org/pan-science/PaNET/PaNET01253,magnetic diffraction,,,,,,owl:Class,,,,,,,,,,,('diffraction' and 'magnetism technique'),,,,,,,
1254,http://purl.org/pan-science/PaNET/PaNET01254,microfocus x-ray fluorescence,,,,,,owl:Class,,,,,,,,,,,('microfocussed probe' and 'x-ray emission technique'),,,,,,,
1255,http://purl.org/pan-science/PaNET/PaNET01255,ellipsometry,,,,,https://en.wikipedia.org/wiki/Ellipsometry,owl:Class,,,,,,,,,,,('versus emitted polarization' and 'reflection technique' and 'photon probe'),,,,,,,
1256,http://purl.org/pan-science/PaNET/PaNET01256,polarimetry,,,,,,owl:Class,,,,,,,,,polarimetry_,,,,,,,,,
1257,http://purl.org/pan-science/PaNET/PaNET01257,UV photoelectron emission,,,,,,owl:Class,,,,,,,,,,,('UV photon probe' and 'photoelectron emission'),,,,,,,
1258,http://purl.org/pan-science/PaNET/PaNET01258,x-ray photoelectron emission,,,,,,owl:Class,,,,,,,,,,,('x-ray probe' and 'photoelectron emission'),,,,,,,
1259,http://purl.org/pan-science/PaNET/PaNET01259,x-ray magnetic linear dichroism,,XMLD,,,,owl:Class,,,,,,,,,,,('x-ray probe' and 'magnetic linear dichroism'),,,,,,,
1260,http://purl.org/pan-science/PaNET/PaNET01260,resonant elastic x-ray scattering,,REXS,,,,owl:Class,,,,,,,,,,,('resonant x-ray scattering' and 'elastic scattering' and 'resonant scattering'),,,,,,,
1261,http://purl.org/pan-science/PaNET/PaNET01261,x-ray refraction imaging,,x-ray refraction radiography,,,,owl:Class,,,,,,,,,,,('x-ray probe' and 'refraction technique' and 'imaging'),,,,,,,
1262,http://purl.org/pan-science/PaNET/PaNET01262,x-ray refraction tomography,,,,,,owl:Class,,,,,,,,,,,('x-ray probe' and 'propagation phase contrast tomography'),,,,,,,
1263,http://purl.org/pan-science/PaNET/PaNET01263,time dependent scattering,,time resolved scattering,,,,owl:Class,,,,,,,,,,,('time dependent study' and 'scattering technique'),,,,,,,
1264,http://purl.org/pan-science/PaNET/PaNET01264,time dependent diffraction,,time resolved diffraction,,,,owl:Class,,,,,,,,,,,('time dependent scattering' and 'diffraction'),,,,,,,
1265,http://purl.org/pan-science/PaNET/PaNET01265,time dependent absorption,,time resolved absorption,,,,owl:Class,,,,,,,,,,,('time dependent study' and 'absorption technique'),,,,,,,
1266,http://purl.org/pan-science/PaNET/PaNET01266,x-ray holography,,,,,,owl:Class,,,,,,,,,,,('holography' and 'x-ray probe'),,,,,,,
1267,http://purl.org/pan-science/PaNET/PaNET01267,ion imaging,,,,,,owl:Class,,,,,,,,,,,('ion emission technique' and 'photon probe' and 'versus emission momentum'),,,,,,,
1268,http://purl.org/pan-science/PaNET/PaNET01268,mass spectrometry,,,,,https://en.wikipedia.org/wiki/Mass_spectrometry,owl:Class,,,,,,,,,mass_spectrometry,,,,,,,,,
1269,http://purl.org/pan-science/PaNET/PaNET01269,photoelectron emission,,,,,https://en.wikipedia.org/wiki/Photoelectric_effect,owl:Class,,,,,,,,,,,('photon probe' and 'electron emission technique'),,,,,,,
1270,http://purl.org/pan-science/PaNET/PaNET01270,nuclear resonant scattering,,,,,,owl:Class,,,,,,,,,,,('nuclear resonance' and 'resonant scattering'),,,,,,,
1271,http://purl.org/pan-science/PaNET/PaNET01271,microfocus x-ray scattering,,,,,,owl:Class,,,,,,,,,,,('x-ray scattering' and 'microfocussed probe'),,,,,,,
1272,http://purl.org/pan-science/PaNET/PaNET01272,nanofocus x-ray scattering,,,,,,owl:Class,,,,,,,,,,,('microfocus x-ray scattering' and 'nanofocussed probe'),,,,,,,
1273,http://purl.org/pan-science/PaNET/PaNET01273,small angle inelastic scattering,,,,,,owl:Class,,,,,,,,,,,('inelastic scattering' and 'small angle scattering'),,,,,,,
1274,http://purl.org/pan-science/PaNET/PaNET01274,anomalous small angle x-ray scattering,,ASAXS,,,,owl:Class,,,,,,,,,,,('resonant diffraction' and 'small angle scattering' and 'x-ray probe'),,,,,,,
1275,http://purl.org/pan-science/PaNET/PaNET01275,anomalous solution x-ray scattering,,ASAX,,,,owl:Class,subclass,anomalous small angle x-ray scattering,,,,,,,,,,,,,,,,
1276,http://purl.org/pan-science/PaNET/PaNET01276,grazing incidence small angle neutron scattering,,GISANS,,,https://en.wikipedia.org/wiki/Grazing-incidence_small-angle_scattering,owl:Class,,,,,,,,,,,('grazing incidence small angle scattering' and 'small angle neutron scattering'),,,,,,,
1277,http://purl.org/pan-science/PaNET/PaNET01277,time of flight small angle neutron scattering,,,,,,owl:Class,,,,,,,,,,,('small angle neutron scattering' and 'time of flight technique'),,,,,,,
1278,http://purl.org/pan-science/PaNET/PaNET01278,very small angle neutron scattering,,VSANS,,,,owl:Class,,,,,,,,,,,('small angle neutron scattering' and 'ultra small angle scattering'),,,,,,,
1279,http://purl.org/pan-science/PaNET/PaNET01279,diffuse small angle scattering,,,,,,owl:Class,,,,,,,,,,,('small angle scattering' and 'diffuse scattering'),,,,,,,
1280,http://purl.org/pan-science/PaNET/PaNET01280,diffuse small angle x-ray scattering,,,,,,owl:Class,,,,,,,,,,,('diffuse small angle scattering' and 'x-ray probe'),,,,,,,
1281,http://purl.org/pan-science/PaNET/PaNET01281,inelastic x-ray small angle scattering,,,,,,owl:Class,,,,,,,,,,,('small angle x-ray scattering' and 'inelastic x-ray scattering' and 'small angle inelastic scattering'),,,,,,,
1282,http://purl.org/pan-science/PaNET/PaNET01282,soft x-ray small angle scattering,,,,,,owl:Class,,,,,,,,,,,('small angle x-ray scattering' and 'soft x-ray probe'),,,,,,,
1283,http://purl.org/pan-science/PaNET/PaNET01283,soft x-ray diffraction,,,,,,owl:Class,,,,,,,,,,,('soft x-ray probe' and 'diffraction'),,,,,,,
1284,http://purl.org/pan-science/PaNET/PaNET01284,x-ray photoelectron diffraction,,,,,,owl:Class,,,,,,,,,,,('photoelectron diffraction' and 'x-ray probe'),,,,,,,
1285,http://purl.org/pan-science/PaNET/PaNET01285,x-ray imaging,,,,,https://en.wikipedia.org/wiki/Radiography,owl:Class,,,,,,,,,,,('imaging' and 'x-ray probe'),,,,,,,
1286,http://purl.org/pan-science/PaNET/PaNET01286,micro small angle x-ray scattering tomography,,micro SAXS tomography,,,,owl:Class,,,,,,,,,,,('microtomography' and 'grazing incidence small angle x-ray scattering'),,,,,,,
1287,http://purl.org/pan-science/PaNET/PaNET01287,micro grazing incidence small angle x-ray scattering tomography,,micro GISAXS tomography,,,,owl:Class,,,,,,,,,,,('micro small angle x-ray scattering tomography' and 'grazing incidence small angle x-ray scattering'),,,,,,,
1288,http://purl.org/pan-science/PaNET/PaNET01288,scanning x-ray fluorescence,,,,,,owl:Class,,,,,,,,,,,('x-ray fluorescence' and 'scanning probe imaging'),,,,,,,
1289,http://purl.org/pan-science/PaNET/PaNET01289,soft x-ray imaging,,,,,,owl:Class,,,,,,,,,,,('x-ray imaging' and 'x-ray probe'),,,,,,,
1290,http://purl.org/pan-science/PaNET/PaNET01290,x-ray diffraction imaging,,,,,,owl:Class,,,,,,,,,,,('diffraction imaging' and 'x-ray probe'),,,,,,,
1291,http://purl.org/pan-science/PaNET/PaNET01291,scanning angle resolved photoemission spectromicroscopy,,,,,,owl:Class,,,,,,,,,,,('angle resolved photoemission spectroscopy' and 'scanning probe microscopy'),,,,,,,
1292,http://purl.org/pan-science/PaNET/PaNET01292,nano angle resolved photoemission spectroscopy,,nano ARPES,,,,owl:Class,,,,,,,,,,,('scanning angle resolved photoemission spectromicroscopy' and 'nanofocussed probe'),,,,,,,
1293,http://purl.org/pan-science/PaNET/PaNET01293,scanning photoelectron microscopy,,,,,,owl:Class,,,,,,,,,,,('photoemission electron microscopy' and 'scanning probe'),,,,,,,
1294,http://purl.org/pan-science/PaNET/PaNET01294,x-ray photoemission electron microscopy,,,,,,owl:Class,,,,,,,,,,,('photoemission electron microscopy' and 'x-ray probe'),,,,,,,
1295,http://purl.org/pan-science/PaNET/PaNET01295,x-ray scanning microscopy,,scanning x-ray microscopy,,,,owl:Class,,,,,,,,,,,('x-ray microscopy' and 'scanning probe'),,,,,,,
1296,http://purl.org/pan-science/PaNET/PaNET01296,high resolution core-level photoemission spectroscopy,,,,,,owl:Class,,,,,,,,,,,('high resolution photoelectron spectroscopy' and 'atomic core excitation'),,,,,,,
1297,http://purl.org/pan-science/PaNET/PaNET01297,high resolution x-ray photoelectron spectroscopy,,HR-XPS,,,,owl:Class,,,,,,,,,,,('x-ray photoelectron spectroscopy' and 'high resolution photoelectron spectroscopy'),,,,,,,
1298,http://purl.org/pan-science/PaNET/PaNET01298,elastic neutron scattering spectroscopy,,resolution elastic neutron scattering,RENS,,,owl:Class,,,,,,,,,,,('elastic scattering' and 'neutron probe' and 'spectroscopy' and 'obtain dynamics'),,,,,,,
1299,http://purl.org/pan-science/PaNET/PaNET01299,high resolution inelastic neutron scattering,,,,,,owl:Class,,,,,,,,,,,('inelastic neutron spectroscopy' and 'high energy resolution emission technique'),,,,,,,
1300,http://purl.org/pan-science/PaNET/PaNET01300,x-ray linear dichroism,,,,,,owl:Class,,,,,,,,,,,('linear dichroism' and 'x-ray probe'),,,,,,,
1301,http://purl.org/pan-science/PaNET/PaNET01301,x-ray magnetochiral dichroism,,XMChiD,,,,owl:Class,,,,,,,,,,,('magnetochiral dichroism' and 'x-ray probe'),,,,,,,
1302,http://purl.org/pan-science/PaNET/PaNET01302,x-ray natural circular dichroism,,XNCD,,,,owl:Class,,,,,,,,,,,('natural circular dichroism' and 'x-ray probe'),,,,,,,
1303,http://purl.org/pan-science/PaNET/PaNET01303,x-ray natural linear dichroism,,XNLD,,,,owl:Class,,,,,,,,,,,('natural linear dichroism' and 'x-ray probe'),,,,,,,
1304,http://purl.org/pan-science/PaNET/PaNET01304,fragment screening,,crystallographic fragment screening,,,https://en.wikipedia.org/wiki/Fragment-based_lead_discovery,owl:Class,,,,,,,,,,,('macromolecular crystallography' and 'drug fragment binding'),,,,,,,
1305,http://purl.org/pan-science/PaNET/PaNET01305,long wavelength crystallography,,,,,,owl:Class,,,,,,,,,,,('macromolecular crystallography' and 'tender x-ray probe'),,,,,,,
1306,http://purl.org/pan-science/PaNET/PaNET01306,microfocus macromolecular crystallography,,microfocus MX,,,,owl:Class,,,,,,,,,,,('macromolecular crystallography' and 'microfocus x-ray scattering'),,,,,,,
1307,http://purl.org/pan-science/PaNET/PaNET01307,nanofocus macromolecular crystallography,,nanofocus MX,,,,owl:Class,,,,,,,,,,,('macromolecular crystallography' and 'nanofocus x-ray scattering'),,,,,,,
1308,http://purl.org/pan-science/PaNET/PaNET01308,molecular replacement,,MR,,,https://en.wikipedia.org/wiki/Molecular_replacement,owl:Class,subclass,macromolecular crystallography,,,,,,,,,,,,,,,,
1309,http://purl.org/pan-science/PaNET/PaNET01309,time resolved serial femtosecond crystallography,,TR-SFX,,,,owl:Class,,,,,,,,,,,('serial femtosecond crystallography' and 'time dependent diffraction'),,,,,,,
1310,http://purl.org/pan-science/PaNET/PaNET01310,fixed target serial synchrotron crystallography,,FT-SSX,,,,owl:Class,subclass,serial synchrotron crystallography,,,,,,,,,,,,,,,,
1311,http://purl.org/pan-science/PaNET/PaNET01311,lipidic cubic phase serial synchrotron crystallography,,LCP-SSX,,,,owl:Class,,,,,,,,,,,('serial synchrotron crystallography' and 'macromolecular crystallography'),,,,,,,
1312,http://purl.org/pan-science/PaNET/PaNET01312,time resolved serial synchrotron crystallography,,TR-SSX,,,,owl:Class,,,,,,,,,,,('serial synchrotron crystallography' and 'time dependent diffraction'),,,,,,,
1313,http://purl.org/pan-science/PaNET/PaNET01313,magnetic x-ray tomography,,,,,,owl:Class,,,,,,,,,,,('magnetism technique' and 'x-ray tomography'),,,,,,,
1314,http://purl.org/pan-science/PaNET/PaNET01314,correlative light x-ray microscopy,,CLXM,,,,owl:Class,,,,,,,,,,,('x-ray microscopy' and 'optical microscopy'),,,,,,,
1315,http://purl.org/pan-science/PaNET/PaNET01315,cryo x-ray microscopy,,,,,,owl:Class,subclass,x-ray microscopy,,,,,,,,,,,,,,,,
1316,http://purl.org/pan-science/PaNET/PaNET01316,grazing incidence wide angle scattering,,GIWAXS,,,,owl:Class,,,,,,,,,,,('wide angle x-ray scattering' and 'grazing incidence diffraction'),,,,,,,
1317,http://purl.org/pan-science/PaNET/PaNET01317,high resolution angle resolved photoemission spectroscopy,,HR-ARPES,,,,owl:Class,,,,,,,,,,,('angle resolved photoemission spectroscopy' and 'high resolution photoelectron spectroscopy'),,,,,,,
1318,http://purl.org/pan-science/PaNET/PaNET01318,atomic force microscopy,,AFM,,,https://en.wikipedia.org/wiki/Atomic_force_microscopy,owl:Class,,,,,,,,,,,('solid probe' and 'force measurement' and 'scanning probe' and 'microscopy'),,,,,,,
1319,http://purl.org/pan-science/PaNET/PaNET01319,atomic force microscope infrared spectroscopy,,AFM-IR,,,https://en.wikipedia.org/wiki/AFM-IR,owl:Class,,,,,,,,,,,('atomic force microscopy' and 'infrared spectroscopy'),,,,,,,
1320,http://purl.org/pan-science/PaNET/PaNET01320,fourier transform infrared spectroscopy,,FTIR,,,https://en.wikipedia.org/wiki/Fourier-transform_infrared_spectroscopy,owl:Class,,,,,,,,,,,('infrared spectroscopy' and 'interferometry technique'),,,,,,,
1321,http://purl.org/pan-science/PaNET/PaNET01321,energy dispersive extended x-ray absorption fine structure,,EDE,ED-EXAFS,,,owl:Class,,,,,,,,,,,('energy dispersive x-ray spectroscopy' and 'extended x-ray absorption fine structure'),,,,,,,
1322,http://purl.org/pan-science/PaNET/PaNET01322,microfocus x-ray absorption spectroscopy,,,,,,owl:Class,,,,,,,,,,,('microfocussed probe' and 'x-ray absorption spectroscopy'),,,,,,,
1323,http://purl.org/pan-science/PaNET/PaNET01323,radiotherapy,,radiation therapy,,,https://en.wikipedia.org/wiki/Radiation_therapy,owl:Class,,,,,,,,,,radiotherapy_,,,,,,,,
1324,http://purl.org/pan-science/PaNET/PaNET01324,surface crystallography,,obtain surface atomic structure,,,,owl:Class,,,,,,,,,,surface_crystallography,,,,,,,,
1325,http://purl.org/pan-science/PaNET/PaNET01325,borrmann effect,,,,,https://en.wikipedia.org/wiki/Borrmann_effect,owl:Class,,,,,,,,,,,('x-ray standing wave' and 'single crystal diffraction' and 'dynamical diffraction'),,,,,,,
1326,http://purl.org/pan-science/PaNET/PaNET01326,birefringence,,,,,,owl:Class,,,,,,,,,,,('refraction technique' and 'versus photon linear polarization'),,,,,,,
1327,http://purl.org/pan-science/PaNET/PaNET01327,x-ray birefringence imaging ,,XBI,,,https://en.wikipedia.org/wiki/X-ray_birefringence_imaging,owl:Class,,,,,,,,,,,('birefringence' and 'x-ray linear dichroism' and 'imaging'),,,,,,,
1328,http://purl.org/pan-science/PaNET/PaNET01328,divergent beam diffraction,,,,,,owl:Class,,,,,,,,divergent_beam_diffraction,,,,,,,,,,
1329,http://purl.org/pan-science/PaNET/PaNET01329,kossel lines,,,,,,owl:Class,,,,,,,,,,,('divergent beam diffraction' and 'x-ray fluorescence'),,,,,,,
1330,http://purl.org/pan-science/PaNET/PaNET01330,diffuse multiple scattering,,,,,,owl:Class,,,,,,,,,,,('divergent beam diffraction' and 'diffuse scattering'),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2000000,http://purl.org/pan-science/PaNET/PaNET2000000,Photon and Neutron related concepts,,,,,,,,,,,,,,,,,,,,,,,,
2000100,http://purl.org/pan-science/PaNET/PaNET2000100,Probe,,,,Types of experimental probes,,owl:Class,subclass,Photon and Neutron related concepts,,,,,,,,,,,,,,,,
2000200,http://purl.org/pan-science/PaNET/PaNET2000200,Purpose,,,,Types of purposes,,owl:Class,subclass,Photon and Neutron related concepts,,,,,,,,,,,,,,,,
2000300,http://purl.org/pan-science/PaNET/PaNET2000300,Process,,,,Types of experimental physical processes,,owl:Class,subclass,Photon and Neutron related concepts,,,,,,,,,,,,,,,,
2000400,http://purl.org/pan-science/PaNET/PaNET2000400,Functional Dependence,,,,Types of functional dependences,,owl:Class,subclass,Photon and Neutron related concepts,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2001100,http://purl.org/pan-science/PaNET/PaNET2001100,photon,photon_probe,,,Photon probes,,owl:Class,subclass,Probe,,,,,,,,,,,,,,,,
2001101,http://purl.org/pan-science/PaNET/PaNET2001101,neutron,neutron_probe,,,Neutron probes,,owl:Class,subclass,Probe,,,,,,,,,,,,,,,,
2001102,http://purl.org/pan-science/PaNET/PaNET2001102,muon,muon_probe,,,Muon probes,,owl:Class,subclass,Probe,,,,,,,,,,,,,,,,
2001103,http://purl.org/pan-science/PaNET/PaNET2001103,solid_probe,solid_probe,,,Solid probes,,owl:Class,subclass,Probe,,,,,,,,,,,,,,,,
2001104,http://purl.org/pan-science/PaNET/PaNET2001104,scanning_probe,scanning_probe,,,Scanning probes,,owl:Class,subclass,Probe,,,,,,,,,,,,,,,,
2001105,http://purl.org/pan-science/PaNET/PaNET2001105,pulsed_probe,pulsed_probe,,,Pulsed probes,,owl:Class,subclass,Probe,,,,,,,,,,,,,,,,
2001106,http://purl.org/pan-science/PaNET/PaNET2001106,microfocussed_probe,microfocussed_probe,,,Microfocussed probes,,owl:Class,subclass,Probe,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
