,ID,Label,,Alt Label 1,Alt Label 2,Definition,Definition Source,RDF Type,Class Type,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Equivalent to definedByProbe,Equivalent to definedByProcess,Equivalent to definedByDependence,Equivalent to definedByPurpose,Equivalent,Equivalent ,Disjoint Classes,Individual,Property Assertions,Super Property,Domain,Range
2001200,http://purl.org/pan-science/PaNET/PaNET2001200,scattering,scattering_technique,,,Scattering techniques,,owl:Class,subclass,Process,,,,,,,,,,,,,,,,
2001201,http://purl.org/pan-science/PaNET/PaNET2001201,emission_technique,emission_technique,,,Emission techniques,,owl:Class,subclass,Process,,,,,,,,,,,,,,,,
2001202,http://purl.org/pan-science/PaNET/PaNET2001202,absorption_technique,absorption_technique,,,Absorption techniques,,owl:Class,subclass,Process,,,,,,,,,,,,,,,,
2001203,http://purl.org/pan-science/PaNET/PaNET2001203,propagation_technique,propagation_technique,,,Propagation techniques,,owl:Class,subclass,Process,,,,,,,,,,,,,,,,
2001204,http://purl.org/pan-science/PaNET/PaNET2001204,refraction,refraction_technique,,,Refraction techniques,,owl:Class,subclass,Process,,,,,,,,,,,,,,,,
2001205,http://purl.org/pan-science/PaNET/PaNET2001205,reflection,reflection_technique,,,Reflection techniques,,owl:Class,subclass,Process,,,,,,,,,,,,,,,,
2001206,http://purl.org/pan-science/PaNET/PaNET2001206,resonance_phenomenon,resonance_phenomenon,,,Resonance phenomenon,,owl:Class,subclass,Process,,,,,,,,,,,,,,,,
2001207,http://purl.org/pan-science/PaNET/PaNET2001207,magnetism,magnetism_technique,,,Magnetism techniques,,owl:Class,subclass,Process,,,,,,,,,,,,,,,,
2001208,http://purl.org/pan-science/PaNET/PaNET2001208,dispersive_technique,dispersive_technique,,,Dispersive techniques,,owl:Class,subclass,Process,,,,,,,,,,,,,,,,
2001209,http://purl.org/pan-science/PaNET/PaNET2001209,interferometry,interferometry_technique,,,Interferometry techniques,,owl:Class,subclass,Process,,,,,,,,,,,,,,,,
2001210,http://purl.org/pan-science/PaNET/PaNET2001210,force_measurement,force_measurement,,,Force measurement,,owl:Class,subclass,Process,,,,,,,,,,,,,,,,
2001211,http://purl.org/pan-science/PaNET/PaNET2001211,nonlinear_interaction,nonlinear_interaction,,,Nonlinear interaction,,owl:Class,subclass,Process,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2001300,http://purl.org/pan-science/PaNET/PaNET2001300,energy,versus_energy,,,,,owl:Class,subclass,Functional Dependence,,,,,,,,,,,,,,,,
2001301,http://purl.org/pan-science/PaNET/PaNET2001301,momentum_transfer,versus_momentum_transfer,,,,,owl:Class,subclass,Functional Dependence,,,,,,,,,,,,,,,,
2001302,http://purl.org/pan-science/PaNET/PaNET2001302,polarization,versus_polarization,,,,,owl:Class,subclass,Functional Dependence,,,,,,,,,,,,,,,,
2001303,http://purl.org/pan-science/PaNET/PaNET2001303,position,versus_position,,,,,owl:Class,subclass,Functional Dependence,,,,,,,,,,,,,,,,
2001304,http://purl.org/pan-science/PaNET/PaNET2001304,time,versus_time,,,,,owl:Class,subclass,Functional Dependence,,,,,,,,,,,,,,,,
2001305,http://purl.org/pan-science/PaNET/PaNET2001305,emission_mass,versus_emission_mass,,,,,owl:Class,subclass,Functional Dependence,,,,,,,,,,,,,,,,
2001306,http://purl.org/pan-science/PaNET/PaNET2001306,sample_state,versus_sample_state,,,,,owl:Class,subclass,Functional Dependence,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2001400,http://purl.org/pan-science/PaNET/PaNET2001400,atomic structure,obtain_atomic_structure,,,,,owl:Class,subclass,Purpose,,,,,,,,,,,,,,,,
2001401,http://purl.org/pan-science/PaNET/PaNET2001401,spatial map,obtain_spatial_map,,,,,owl:Class,subclass,Purpose,,,,,,,,,,,,,,,,
2001402,http://purl.org/pan-science/PaNET/PaNET2001402,electronic ground state properties,obtain_electronic_ground_state_properties,,,,,owl:Class,subclass,Purpose,,,,,,,,,,,,,,,,
2001403,http://purl.org/pan-science/PaNET/PaNET2001403,dynamics,obtain_dynamics,,,,,owl:Class,subclass,Purpose,,,,,,,,,,,,,,,,
2001404,http://purl.org/pan-science/PaNET/PaNET2001404,therapy_purpose,therapy_purpose,,,,,owl:Class,subclass,Purpose,,,,,,,,,,,,,,,,
2001405,http://purl.org/pan-science/PaNET/PaNET2001405,drug_fragment_binding,drug_fragment_binding,,,,,owl:Class,subclass,Purpose,,,,,,,,,,,,,,,,
2001406,http://purl.org/pan-science/PaNET/PaNET2001406,internal field,obtain_internal_field,,,,,owl:Class,subclass,Purpose,,,,,,,,,,,,,,,,
2001407,http://purl.org/pan-science/PaNET/PaNET2001407,characterize_excitations,characterize_excitations,,,,,owl:Class,subclass,Purpose,,,,,,,,,,,,,,,,
2001408,http://purl.org/pan-science/PaNET/PaNET2001408,manufacturing,manufacturing_technique,,,,,owl:Class,subclass,Purpose,,,,,,,,,,,,,,,,
2001409,http://purl.org/pan-science/PaNET/PaNET2001409,testing_purpose,testing_purpose,,,,,owl:Class,subclass,Purpose,,,,,,,,,,,,,,,,
2001410,http://purl.org/pan-science/PaNET/PaNET2001410,medical_application,medical_application,,,,,owl:Class,subclass,Purpose,,,,,,,,,,,,,,,,
2001411,http://purl.org/pan-science/PaNET/PaNET2001411,chiral_determination,chiral_determination,,,,,owl:Class,subclass,Purpose,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2010000,http://purl.org/pan-science/PaNET/PaNET2010000,time of flight,time_of_flight_technique,TOF,,,,owl:Class,subclass,pulsed_probe,,,,,,,,,,,,,,,,
2010001,http://purl.org/pan-science/PaNET/PaNET2010001,neutron time of flight,neutron_time_of_flight_technique,,,,,owl:Class,subclass,time_of_flight_technique,,,,,,,,,,,,,,,,
2010002,http://purl.org/pan-science/PaNET/PaNET2010002,ultrafast_probe,ultrafast_probe,femtosecond probe,,,,owl:Class,subclass,pulsed_probe,,,,,,,,,,,,,,,,
2010003,http://purl.org/pan-science/PaNET/PaNET2010003,nanofocussed_probe,nanofocussed_probe,,,,,owl:Class,subclass,microfocussed_probe,,,,,,,,,,,,,,,,
2010004,http://purl.org/pan-science/PaNET/PaNET2010004,IR photon,IR_photon_probe,,,,,owl:Class,subclass,photon_probe,,,,,,,,,,,,,,,,
2010005,http://purl.org/pan-science/PaNET/PaNET2010005,THz photon,THz_photon_probe,,,,,owl:Class,subclass,photon_probe,,,,,,,,,,,,,,,,
2010006,http://purl.org/pan-science/PaNET/PaNET2010006,UV visible photon,UV_visible_photon_probe,,,,,owl:Class,subclass,photon_probe,,,,,,,,,,,,,,,,
2010007,http://purl.org/pan-science/PaNET/PaNET2010007,visible photon,visible_photon_probe,,,,,owl:Class,subclass,UV_visible_photon_probe,,,,,,,,,,,,,,,,
2010008,http://purl.org/pan-science/PaNET/PaNET2010008,UV photon,UV_photon_probe,,,,,owl:Class,subclass,UV_visible_photon_probe,,,,,,,,,,,,,,,,
2010009,http://purl.org/pan-science/PaNET/PaNET2010009,VUV photon,VUV_photon_probe,,,,,owl:Class,subclass,UV_photon_probe,,,,,,,,,,,,,,,,
2010010,http://purl.org/pan-science/PaNET/PaNET2010010,EUV photon,EUV_photon_probe,,,,,owl:Class,subclass,VUV_photon_probe,,,,,,,,,,,,,,,,
2010011,http://purl.org/pan-science/PaNET/PaNET2010011,x-ray,x-ray_probe,,,,,owl:Class,subclass,photon_probe,,,,,,,,,,,,,,,,
2010012,http://purl.org/pan-science/PaNET/PaNET2010012,hard x-ray,hard_x-ray_probe,,,,,owl:Class,subclass,x-ray_probe,,,,,,,,,,,,,,,,
2010013,http://purl.org/pan-science/PaNET/PaNET2010013,tender x-ray,tender_x-ray_probe,,,"Energy is between hard and soft x-ray, e.g. sulphur K edge",,owl:Class,subclass,x-ray_probe,,,,,,,,,,,,,,,,
2010014,http://purl.org/pan-science/PaNET/PaNET2010014,soft_x-ray_probe,soft_x-ray_probe,,,,,owl:Class,subclass,x-ray_probe,,,,,,,,,,,,,,,,
2010015,http://purl.org/pan-science/PaNET/PaNET2010015,thermal neutron,thermal_neutron_probe,,,,https://en.wikipedia.org/wiki/Neutron_temperature#Thermal,owl:Class,subclass,neutron_probe,,,,,,,,,,,,,,,,
2010016,http://purl.org/pan-science/PaNET/PaNET2010016,cold neutron,cold_neutron_probe,,,,,owl:Class,subclass,thermal_neutron_probe,,,,,,,,,,,,,,,,
2010017,http://purl.org/pan-science/PaNET/PaNET2010017,monochromatic neutron,monochromatic_neutron_probe,,,,,owl:Class,subclass,neutron_probe,,,,,,,,,,,,,,,,
2010018,http://purl.org/pan-science/PaNET/PaNET2010018,elastic_scattering,elastic_scattering,,,,https://en.wikipedia.org/wiki/Elastic_scattering,owl:Class,subclass,scattering_technique,,,,,,,,,,,,,,,,
2010019,http://purl.org/pan-science/PaNET/PaNET2010019,diffuse_scattering,diffuse_scattering,,,,,owl:Class,subclass,elastic_scattering,,,,,,,,,,,,,,,,
2010020,http://purl.org/pan-science/PaNET/PaNET2010020,diffraction_,diffraction_,,,,https://en.wikipedia.org/wiki/Diffraction,owl:Class,subclass,elastic_scattering,,,,,,,,,,,,,,,,
2010021,http://purl.org/pan-science/PaNET/PaNET2010021,dynamical_diffraction,dynamical_diffraction,,,,https://en.wikipedia.org/wiki/Dynamical_theory_of_diffraction,owl:Class,subclass,diffraction_,,,,,,,,,,,,,,,,
2010022,http://purl.org/pan-science/PaNET/PaNET2010022,coherent_diffraction,coherent_diffraction,,,Probe is highly coherent over illuminated sample,,owl:Class,subclass,diffraction_,,,,,,,,,,,,,,,,
2010023,http://purl.org/pan-science/PaNET/PaNET2010023,reference_beam,reference_beam,,,e.g. holography,https://en.wikipedia.org/wiki/Reference_beam,owl:Class,subclass,diffraction_,,,,,,,,,,,,,,,,
2010024,http://purl.org/pan-science/PaNET/PaNET2010024,incoherent_scattering,incoherent_scattering,,,,https://en.wikipedia.org/wiki/Incoherent_scatter,owl:Class,subclass,scattering_technique,,,,,,,,,,,,,,,,
2010025,http://purl.org/pan-science/PaNET/PaNET2010025,inelastic_scattering,inelastic_scattering,,,,https://en.wikipedia.org/wiki/Inelastic_scattering,owl:Class,subclass,incoherent_scattering,,,,,,,,,,,,,,,,
2010026,http://purl.org/pan-science/PaNET/PaNET2010026,quasielastic_scattering,quasielastic_scattering,,,,https://en.wikipedia.org/wiki/Quasielastic_neutron_scattering,owl:Class,subclass,inelastic_scattering,,,,,,,,,,,,,,,,
2010027,http://purl.org/pan-science/PaNET/PaNET2010027,high_momentum_transfer_scattering,high_momentum_transfer_scattering,,,,,owl:Class,subclass,scattering_technique,,,,,,,,,,,,,,,,
2010028,http://purl.org/pan-science/PaNET/PaNET2010028,low_momentum_transfer_scattering,low_momentum_transfer_scattering,,,,,owl:Class,subclass,scattering_technique,,,,,,,,,,,,,,,,
2010029,http://purl.org/pan-science/PaNET/PaNET2010029,ultra_low_momentum_transfer_scattering,ultra_low_momentum_transfer_scattering,,,,,owl:Class,subclass,low_momentum_transfer_scattering,,,,,,,,,,,,,,,,
2010030,http://purl.org/pan-science/PaNET/PaNET2010030,low_surface_momentum_transfer_scattering,low_surface_momentum_transfer_scattering,,,,,owl:Class,subclass,scattering_technique,,,,,,,,,,,,,,,,
2010031,http://purl.org/pan-science/PaNET/PaNET2010031,high_momentum_transfer_resolution_scattering,high_momentum_transfer_resolution_scattering,,,,,owl:Class,subclass,scattering_technique,,,,,,,,,,,,,,,,
2010032,http://purl.org/pan-science/PaNET/PaNET2010032,coherent_emission,coherent_emission_technique,,,,,owl:Class,subclass,emission_technique,,,,,,,,,,,,,,,,
2010033,http://purl.org/pan-science/PaNET/PaNET2010033,high energy resolution emission,high_energy_resolution_emission_technique,,,,,owl:Class,subclass,emission_technique,,,,,,,,,,,,,,,,
2010034,http://purl.org/pan-science/PaNET/PaNET2010034,photon emission,photon_emission_technique,,,,,owl:Class,subclass,emission_technique,,,,,,,,,,,,,,,,
2010035,http://purl.org/pan-science/PaNET/PaNET2010035,visible photon emission,visible_photon_emission_technique,,,,,owl:Class,subclass,photon_emission_technique,,,,,,,,,,,,,,,,
2010036,http://purl.org/pan-science/PaNET/PaNET2010036,x-ray emission,x-ray_emission_technique,,,,,owl:Class,subclass,photon_emission_technique,,,,,,,,,,,,,,,,
2010037,http://purl.org/pan-science/PaNET/PaNET2010037,gamma-ray emission,gamma-ray_emission_technique,,,,,owl:Class,subclass,photon_emission_technique,,,,,,,,,,,,,,,,
2010038,http://purl.org/pan-science/PaNET/PaNET2010038,electron emission,electron_emission_technique,,,,https://en.wikipedia.org/wiki/Electron_emission,owl:Class,subclass,emission_technique,,,,,,,,,,,,,,,,
2010039,http://purl.org/pan-science/PaNET/PaNET2010039,ion emission,ion_emission_technique,,,,,owl:Class,subclass,emission_technique,,,,,,,,,,,,,,,,
2010040,http://purl.org/pan-science/PaNET/PaNET2010040,nuclear_resonance,nuclear_resonance,,,,,owl:Class,subclass,resonance_phenomenon,,,,,,,,,,,,,,,,
2010041,http://purl.org/pan-science/PaNET/PaNET2010041,muon_spin_resonance,muon_spin_resonance,MuSR,,,https://en.wikipedia.org/wiki/Muon_spin_spectroscopy,owl:Class,subclass,resonance_phenomenon,,,,,,,,,,,,,,,,
2010042,http://purl.org/pan-science/PaNET/PaNET2010042,spin_echo_technique,spin_echo_technique,,,,https://en.wikipedia.org/wiki/Spin_echo,owl:Class,subclass,resonance_phenomenon,,,,,,,,,,,,,,,,
2010043,http://purl.org/pan-science/PaNET/PaNET2010043,electronic_excitation,electronic_excitation,,,,,owl:Class,subclass,resonance_phenomenon,,,,,,,,,,,,,,,,
2010044,http://purl.org/pan-science/PaNET/PaNET2010044,atomic_core_excitation,atomic_core_excitation,,,,,owl:Class,subclass,electronic_excitation,,,,,,,,,,,,,,,,
2010045,http://purl.org/pan-science/PaNET/PaNET2010045,photo_excitation,photo_excitation,,,,,owl:Class,subclass,electronic_excitation,,,,,,,,,,,,,,,,
2010046,http://purl.org/pan-science/PaNET/PaNET2010046,incident energy,versus_incident_energy,,,,,owl:Class,subclass,versus_energy,,,,,,,,,,,,,,,,
2010047,http://purl.org/pan-science/PaNET/PaNET2010047,emitted energy,versus_emitted_energy,,,,,owl:Class,subclass,versus_energy,,,,,,,,,,,,,,,,
2010048,http://purl.org/pan-science/PaNET/PaNET2010048,emission momentum,versus_emission_momentum,,,,,owl:Class,subclass,versus_emitted_energy,,,,,,,,,,,,,,,,
2010049,http://purl.org/pan-science/PaNET/PaNET2010049,energy loss,versus_energy_loss,,,,,owl:Class,subclass,versus_energy,,,,,,,,,,,,,,,,
2010050,http://purl.org/pan-science/PaNET/PaNET2010050,emitted polarization,versus_emitted_polarization,,,,,owl:Class,subclass,versus_polarization,,,,,,,,,,,,,,,,
2010051,http://purl.org/pan-science/PaNET/PaNET2010051,time ultrafast,versus_time_ultrafast,,,,,owl:Class,subclass,versus_time,,,,,,,,,,,,,,,,
2010052,http://purl.org/pan-science/PaNET/PaNET2010052,sample temperature,versus_sample_temperature,,,,,owl:Class,subclass,versus_sample_state,,,,,,,,,,,,,,,,
2010053,http://purl.org/pan-science/PaNET/PaNET2010053,sample pressure,versus_sample_pressure,,,,,owl:Class,subclass,versus_sample_state,,,,,,,,,,,,,,,,
2010054,http://purl.org/pan-science/PaNET/PaNET2010054,sample magnetic field,versus_sample_magnetic_field,,,,,owl:Class,subclass,versus_sample_state,,,,,,,,,,,,,,,,
2010055,http://purl.org/pan-science/PaNET/PaNET2010055,sample electric field,versus_sample_electric_field,,,,,owl:Class,subclass,versus_sample_state,,,,,,,,,,,,,,,,
2010056,http://purl.org/pan-science/PaNET/PaNET2010056,high resolution spatial map,obtain_high_resolution_spatial_map,,,,,owl:Class,subclass,obtain_spatial_map,,,,,,,,,,,,,,,,
2010057,http://purl.org/pan-science/PaNET/PaNET2010057,3D spatial map,obtain_3D_spatial_map,,,,,owl:Class,subclass,obtain_spatial_map,,,,,,,,,,,,,,,,
2010058,http://purl.org/pan-science/PaNET/PaNET2010058,electronic density of states,obtain_electronic_density_of_states,,,,https://en.wikipedia.org/wiki/Density_of_states,owl:Class,subclass,obtain_electronic_ground_state_properties,,,,,,,,,,,,,,,,
2010059,http://purl.org/pan-science/PaNET/PaNET2010059,electronic density of occupied states,obtain_electronic_density_of_occupied_states,,,,,owl:Class,subclass,obtain_electronic_density_of_states,,,,,,,,,,,,,,,,
2010060,http://purl.org/pan-science/PaNET/PaNET2010060,electronic density of unoccupied states,obtain_electronic_density_of_unoccupied_states,,,,,owl:Class,subclass,obtain_electronic_density_of_states,,,,,,,,,,,,,,,,
2010061,http://purl.org/pan-science/PaNET/PaNET2010061,electronic band structure,obtain_electronic_band_structure,,,,https://en.wikipedia.org/wiki/Electronic_band_structure,owl:Class,subclass,obtain_electronic_ground_state_properties,,,,,,,,,,,,,,,,
2010062,http://purl.org/pan-science/PaNET/PaNET2010062,atomic tensor properties,obtain_atomic_tensor_properties,,,,,owl:Class,subclass,obtain_electronic_ground_state_properties,,,,,,,,,,,,,,,,
2010063,http://purl.org/pan-science/PaNET/PaNET2010063,magnetic vector,obtain_magnetic_vector,,,,,owl:Class,subclass,obtain_atomic_tensor_properties,,,,,,,,,,,,,,,,
2010064,http://purl.org/pan-science/PaNET/PaNET2010064,charge quadrupole,obtain_charge_quadrupole,,,,,owl:Class,subclass,obtain_atomic_tensor_properties,,,,,,,,,,,,,,,,
2010065,http://purl.org/pan-science/PaNET/PaNET2010065,atomic magnetic structure,obtain_atomic_magnetic_structure,,,,https://en.wikipedia.org/wiki/Magnetic_structure,owl:Class,subclass,obtain_electronic_ground_state_properties,,,,,,,,,,,,,,,,
2010066,http://purl.org/pan-science/PaNET/PaNET2010066,charge density,obtain_charge_density,,,,,owl:Class,subclass,obtain_electronic_ground_state_properties,,,,,,,,,,,,,,,,
2010067,http://purl.org/pan-science/PaNET/PaNET2010067,magnetic density,obtain_magnetic_density,,,,,owl:Class,subclass,obtain_electronic_ground_state_properties,,,,,,,,,,,,,,,,
2010068,http://purl.org/pan-science/PaNET/PaNET2010068,crystallography_,crystallography_,obtain crystal structure,,,https://en.wikipedia.org/wiki/Crystallography,owl:Class,subclass,obtain_atomic_structure,,,,,,,,,,,,,,,,
2010069,http://purl.org/pan-science/PaNET/PaNET2010069,local coordination,obtain_local_coordination,,,,https://en.wikipedia.org/wiki/Crystal_structure#Atomic_coordination,owl:Class,subclass,obtain_atomic_structure,,,,,,,,,,,,,,,,
2010070,http://purl.org/pan-science/PaNET/PaNET2010070,time_dependent_study,time_dependent_study,time resolved study,,,,owl:Class,subclass,versus_time,,,,,,,,,,,,,,,,
2010071,http://purl.org/pan-science/PaNET/PaNET2010071,electronic_excitations,characterize_electronic_excitations,,,,,owl:Class,subclass,characterize_excitations,,,,,,,,,,,,,,,,
2010072,http://purl.org/pan-science/PaNET/PaNET2010072,magnetic excitations,characterize_magnetic_excitations,,,,,owl:Class,subclass,characterize_electronic_excitations,,,,,,,,,,,,,,,,
2010073,http://purl.org/pan-science/PaNET/PaNET2010073,lattice excitations,characterize_lattice_excitations,,,,,owl:Class,subclass,characterize_excitations,,,,,,,,,,,,,,,,
2010074,http://purl.org/pan-science/PaNET/PaNET2010074,fluorescence_luminescence,fluorescence_luminescence,,,,,owl:Class,subclass,visible_photon_emission_technique,,,,,,,,,,,,,,,,
2010075,http://purl.org/pan-science/PaNET/PaNET2010075,grazing_incidence_diffraction,grazing_incidence_diffraction,,,,https://en.wikipedia.org/wiki/Grazing_incidence_diffraction,owl:Class,subclass,low_surface_momentum_transfer_scattering,,,,,,,,,,,,,,,,
2010076,http://purl.org/pan-science/PaNET/PaNET2010076,imaging_,imaging_,,,,,owl:Class,subclass,,,,,,,,,,,obtain_spatial_map,,,,,,
2010077,http://purl.org/pan-science/PaNET/PaNET2010077,luminescence_,luminescence_,,,,https://en.wikipedia.org/wiki/Luminescence,owl:Class,subclass,visible_photon_emission_technique,,,,,,,,,,,,,,,,
2010078,http://purl.org/pan-science/PaNET/PaNET2010078,small_angle_scattering,small_angle_scattering,SAS,small angle diffraction,,https://en.wikipedia.org/wiki/Small-angle_scattering,owl:Class,subclass,low_momentum_transfer_scattering,,,,,,,,,,,,,,,,
2010079,http://purl.org/pan-science/PaNET/PaNET2010079,spectroscopy_,spectroscopy_,,,,https://en.wikipedia.org/wiki/Spectroscopy,owl:Class,subclass,versus_energy,,,,,,,,,,,,,,,,
2010080,http://purl.org/pan-science/PaNET/PaNET2010080,tomography_,tomography_,,,,https://en.wikipedia.org/wiki/Tomography,owl:Class,subclass,obtain_3D_spatial_map,,,,,,,,,,,,,,,,
2010081,http://purl.org/pan-science/PaNET/PaNET2010081,wide_angle_scattering,wide_angle_scattering,,,,,owl:Class,subclass,high_momentum_transfer_scattering,,,,,,,,,,,,,,,,
2010082,http://purl.org/pan-science/PaNET/PaNET2010082,in-situ_diffraction,in-situ_diffraction,,,,,owl:Class,subclass,diffraction_,,,,,,,,,,,,,,,,
2010083,http://purl.org/pan-science/PaNET/PaNET2010083,x-ray_fluorescence,x-ray_fluorescence,XRF,,,https://en.wikipedia.org/wiki/X-ray_fluorescence,owl:Class,subclass,x-ray_emission_technique,,,,,,,,,,,,,,,,
2010084,http://purl.org/pan-science/PaNET/PaNET2010084,instrumentation_testing,instrumentation_testing,,,,,owl:Class,subclass,testing_purpose,,,,,,,,,,,,,,,,
2010085,http://purl.org/pan-science/PaNET/PaNET2010085,optics_characterization,optics_characterization,,,,,owl:Class,subclass,instrumentation_testing,,,,,,,,,,,,,,,,
2010086,http://purl.org/pan-science/PaNET/PaNET2010086,total_electron_yield,total_electron_yield,TEY,,,,owl:Class,subclass,electron_emission_technique,,,,,,,,,,,,,,,,
2010087,http://purl.org/pan-science/PaNET/PaNET2010087,lithography_,lithography_,,,,https://en.wikipedia.org/wiki/Lithography,owl:Class,subclass,manufacturing_technique,,,,,,,,,,,,,,,,
2010088,http://purl.org/pan-science/PaNET/PaNET2010088,x-ray_interference_lithography,x-ray_interference_lithography,,,,,owl:Class,subclass,interferometry_technique,,,,,,,,,,,,,,,,
2010089,http://purl.org/pan-science/PaNET/PaNET2010089,nonresonant_diffraction,nonresonant_diffraction,,,,,owl:Class,subclass,diffraction_,,,,,,,,,,,,,,,,
2010090,http://purl.org/pan-science/PaNET/PaNET2010090,nanoimprint_lithography,nanoimprint_lithography,,,,https://en.wikipedia.org/wiki/Nanoimprint_lithography,owl:Class,subclass,lithography_,,,,,,,,,,,,,,,,
2010091,http://purl.org/pan-science/PaNET/PaNET2010091,grayscale_lithography,grayscale_lithography,,,,,owl:Class,subclass,lithography_,,,,,,,,,,,,,,,,
2010092,http://purl.org/pan-science/PaNET/PaNET2010092,polymer_micro_and_nanografting,polymer_micro_and_nanografting,,,,,owl:Class,subclass,manufacturing_technique,,,,,,,,,,,,,,,,
2010093,http://purl.org/pan-science/PaNET/PaNET2010093,polarimetry_,polarimetry_,,,,,owl:Class,subclass,versus_emitted_polarization,,,,,,,,,,,,,,,,
2010094,http://purl.org/pan-science/PaNET/PaNET2010094,mass_spectrometry,mass_spectrometry,,,,https://en.wikipedia.org/wiki/Mass_spectrometry,owl:Class,subclass,versus_emission_mass,,,,,,,,,,,,,,,,
2010095,http://purl.org/pan-science/PaNET/PaNET2010095,radiotherapy_,radiotherapy_,radiation therapy,,,https://en.wikipedia.org/wiki/Radiation_therapy,owl:Class,subclass,therapy_purpose,,,,,,,,,,,,,,,,
2010096,http://purl.org/pan-science/PaNET/PaNET2010096,surface_crystallography,surface_crystallography,obtain surface atomic structure,,,,owl:Class,subclass,obtain_atomic_structure,,,,,,,,,,,,,,,,
2010097,http://purl.org/pan-science/PaNET/PaNET2010097,divergent_beam_diffraction,divergent_beam_diffraction,,,,,owl:Class,subclass,diffraction_,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000,http://purl.org/pan-science/PaNET/PaNET1000000,Photon and Neutron technique relationships,,,,,,owl:ObjectProperty,,,,,,,,,,,,,,,,,,
1001000,http://purl.org/pan-science/PaNET/PaNET1001000,definedByProbe,,,,,,owl:ObjectProperty,,,,,,,,,,,,,,,,Photon and Neutron technique relationships,photon and neutron technique,Probe
1002000,http://purl.org/pan-science/PaNET/PaNET1002000,definedByProcess,,,,,,owl:ObjectProperty,,,,,,,,,,,,,,,,Photon and Neutron technique relationships,photon and neutron technique,Process
1003000,http://purl.org/pan-science/PaNET/PaNET1003000,definedByDependence,,,,,,owl:ObjectProperty,,,,,,,,,,,,,,,,Photon and Neutron technique relationships,photon and neutron technique,Functional Dependence
1004000,http://purl.org/pan-science/PaNET/PaNET1004000,definedByPurpose,,,,,,owl:ObjectProperty,,,,,,,,,,,,,,,,Photon and Neutron technique relationships,photon and neutron technique,Purpose